Location,Date,Value
South Dakota,1974,28.98682
South Dakota,1975,31.59723
South Dakota,1976,33.03071
South Dakota,1977,35.65058
South Dakota,1978,38.7431
South Dakota,1979,42.91689
South Dakota,1980,47.28628
South Dakota,1981,51.83831
South Dakota,1982,54.47157
South Dakota,1983,55.93681
South Dakota,1984,58.03678
South Dakota,1985,59.69831
South Dakota,1986,60.74732
South Dakota,1987,62.76653
South Dakota,1988,64.98315
South Dakota,1989,67.88186
South Dakota,1990,71.17712
South Dakota,1991,73.81503
South Dakota,1992,76.0206
South Dakota,1993,78.0508
South Dakota,1994,80.22127
South Dakota,1995,82.32857
South Dakota,1996,85.18073
South Dakota,1997,87.23339
South Dakota,1998,88.81458
South Dakota,1999,90.84589
South Dakota,2000,94.05199
South Dakota,2001,96.68951
South Dakota,2002,98.26002
South Dakota,2003,100.6818
South Dakota,2016,102.8
South Dakota,2017,99.5
South Dakota,2019,100.7
South Dakota,2020,99.8
South Dakota,2021,101.0
South Dakota,2022,94.5
South Dakota,2023,92.4
Texas,1960,9.976501
Texas,1961,10.15252
Texas,1962,10.35803
Texas,1963,10.66893
Texas,1964,11.08048
Texas,1965,11.63957
Texas,1966,12.42052
Texas,1967,13.24319
Texas,1968,14.39331
Texas,1969,15.72178
Texas,1970,17.04302
Texas,1971,18.13859
Texas,1972,19.25579
Texas,1973,21.03026
Texas,1974,23.67769
Texas,1975,26.11765
Texas,1976,28.02584
Texas,1977,30.24444
Texas,1978,32.97324
Texas,1979,36.79992
Texas,1980,41.38582
Texas,1981,45.54574
Texas,1982,48.08516
Texas,1983,49.58646
Texas,1984,51.35365
Texas,1985,53.05763
Texas,1986,53.90935
Texas,1987,55.72445
Texas,1988,57.91914
Texas,1989,60.55675
Texas,1990,63.5248
Texas,1991,65.55537
Texas,1992,67.44598
Texas,1993,69.20903
Texas,1994,70.93183
Texas,1995,72.87972
Texas,1996,75.09551
Texas,1997,77.04005
Texas,1998,78.36498
Texas,1999,80.09568
Texas,2000,83.1519
Texas,2001,85.26652
Texas,2002,86.71496
Texas,2003,88.59041
Texas,2016,90.7
Texas,2017,91.2
Texas,2019,91.9
Texas,2020,92.0
Texas,2021,92.1
Texas,2022,92.5
Texas,2023,92.7
Virginia,1960,11.03734
Virginia,1961,11.24141
Virginia,1962,11.6152
Virginia,1963,12.00945
Virginia,1964,12.60673
Virginia,1965,13.23601
Virginia,1966,13.98122
Virginia,1967,14.80488
Virginia,1968,15.96609
Virginia,1969,17.56726
Virginia,1970,18.87137
Virginia,1971,20.10531
Virginia,1972,21.30392
Virginia,1973,23.08277
Virginia,1974,25.74896
Virginia,1975,28.11609
Virginia,1976,30.03729
Virginia,1977,32.342
Virginia,1978,35.05935
Virginia,1979,38.93096
Virginia,1980,43.67865
Virginia,1981,48.01671
Virginia,1982,50.97842
Virginia,1983,52.99097
Virginia,1984,54.90021
Virginia,1985,56.72123
Virginia,1986,58.22548
Virginia,1987,60.54227
Virginia,1988,63.01745
Virginia,1989,65.90314
Virginia,1990,68.97375
Virginia,1991,70.97596
Virginia,1992,72.91058
Virginia,1993,74.78731
Virginia,1994,76.6675
Virginia,1995,78.71999
Virginia,1996,81.08004
Virginia,1997,83.14884
Virginia,1998,84.5574
Virginia,1999,86.47073
Virginia,2000,89.78439
Virginia,2001,92.17111
Virginia,2002,93.98562
Virginia,2003,96.24777
Virginia,2016,100.2
Virginia,2017,102.2
Virginia,2019,101.4
Virginia,2020,101.5
Virginia,2021,101.8
Virginia,2022,102.8
Virginia,2023,101.9
Utah,1960,12.82221
Utah,1961,13.00561
Utah,1962,13.47703
Utah,1963,13.80123
Utah,1964,14.20949
Utah,1965,14.69327
Utah,1966,15.39993
Utah,1967,16.05997
Utah,1968,17.01845
Utah,1969,18.31097
Utah,1970,19.61839
Utah,1971,20.79721
Utah,1972,21.88206
Utah,1973,23.4813
Utah,1974,25.99458
Utah,1975,28.37126
Utah,1976,30.0565
Utah,1977,33.07365
Utah,1978,36.15575
Utah,1979,40.17143
Utah,1980,44.90864
Utah,1981,48.67885
Utah,1982,51.05718
Utah,1983,52.48074
Utah,1984,54.15132
Utah,1985,55.7547
Utah,1986,56.5842
Utah,1987,58.20308
Utah,1988,60.25356
Utah,1989,62.84941
Utah,1990,65.9571
Utah,1991,68.672
Utah,1992,70.76478
Utah,1993,72.85358
Utah,1994,74.96592
Utah,1995,77.29932
Utah,1996,79.25676
Utah,1997,80.86158
Utah,1998,83.81444
Utah,1999,87.18442
Utah,2000,91.59074
Utah,2001,94.77548
Utah,2002,97.56123
Utah,2003,100.75
Utah,2016,92.8
Utah,2017,95.7
Utah,2019,97.4
Utah,2020,97.9
Utah,2021,99.0
Utah,2022,102.8
Utah,2023,103.2
Washington,1960,12.39434
Washington,1961,12.6803
Washington,1962,13.17815
Washington,1963,13.57424
Washington,1964,14.04639
Washington,1965,14.69987
Washington,1966,15.72686
Washington,1967,16.33604
Washington,1968,17.33095
Washington,1969,18.66691
Washington,1970,19.61808
Washington,1971,20.64232
Washington,1972,21.72645
Washington,1973,23.5275
Washington,1974,26.13709
Washington,1975,28.61593
Washington,1976,30.23566
Washington,1977,33.22408
Washington,1978,36.42714
Washington,1979,40.52669
Washington,1980,45.32195
Washington,1981,49.37782
Washington,1982,51.84005
Washington,1983,53.41927
Washington,1984,54.99363
Washington,1985,56.5578
Washington,1986,57.64032
Washington,1987,59.48543
Washington,1988,62.04393
Washington,1989,65.13375
Washington,1990,69.04877
Washington,1991,71.76544
Washington,1992,73.89939
Washington,1993,75.90094
Washington,1994,77.93294
Washington,1995,80.16086
Washington,1996,82.13577
Washington,1997,83.74665
Washington,1998,86.75642
Washington,1999,90.22379
Washington,2000,94.54564
Washington,2001,97.91508
Washington,2002,100.9974
Washington,2003,104.5157
Washington,2016,107.1
Washington,2017,107.1
Washington,2019,110.1
Washington,2020,113.0
Washington,2021,111.6
Washington,2022,114.2
Washington,2023,116.0
West Virginia,1960,11.01782
West Virginia,1961,11.29797
West Virginia,1962,11.63335
West Virginia,1963,11.71403
West Virginia,1964,12.2017
West Virginia,1965,12.84194
West Virginia,1966,13.59144
West Virginia,1967,14.33901
West Virginia,1968,15.28187
West Virginia,1969,16.76882
West Virginia,1970,18.27081
West Virginia,1971,19.50687
West Virginia,1972,20.64938
West Virginia,1973,22.32617
West Virginia,1974,24.97909
West Virginia,1975,27.48331
West Virginia,1976,29.36779
West Virginia,1977,31.63569
West Virginia,1978,34.262
West Virginia,1979,38.02149
West Virginia,1980,42.55916
West Virginia,1981,46.27811
West Virginia,1982,48.75729
West Virginia,1983,50.09387
West Virginia,1984,51.82312
West Virginia,1985,53.45807
West Virginia,1986,54.45226
West Virginia,1987,56.24377
West Virginia,1988,58.32239
West Virginia,1989,60.90605
West Virginia,1990,63.80531
West Virginia,1991,65.91893
West Virginia,1992,67.90863
West Virginia,1993,69.68642
West Virginia,1994,71.47422
West Virginia,1995,73.41651
West Virginia,1996,75.621
West Virginia,1997,77.49686
West Virginia,1998,78.78846
West Virginia,1999,80.47222
West Virginia,2000,83.49164
West Virginia,2001,85.75565
West Virginia,2002,87.30627
West Virginia,2003,89.20099
West Virginia,2016,95.7
West Virginia,2017,95.9
West Virginia,2019,90.9
West Virginia,2020,92.7
West Virginia,2021,90.5
West Virginia,2022,90.0
West Virginia,2023,87.7
