"location","indicator","Unit","Date","Value"
"Indiana","Cost of Living Index","Index, High=High cost of living","1969","18.90189"
"Indiana","Cost of Living Index","Index, High=High cost of living","1970","20.01955"
"Indiana","Cost of Living Index","Index, High=High cost of living","1971","21.3155"
"Indiana","Cost of Living Index","Index, High=High cost of living","1972","22.49042"
"Indiana","Cost of Living Index","Index, High=High cost of living","1973","24.45332"
"Indiana","Cost of Living Index","Index, High=High cost of living","1974","27.06497"
"Indiana","Cost of Living Index","Index, High=High cost of living","1975","29.54458"
"Indiana","Cost of Living Index","Index, High=High cost of living","1976","31.65473"
"Indiana","Cost of Living Index","Index, High=High cost of living","1977","34.08246"
"Indiana","Cost of Living Index","Index, High=High cost of living","1978","36.94243"
"Indiana","Cost of Living Index","Index, High=High cost of living","1979","41.04344"
"Indiana","Cost of Living Index","Index, High=High cost of living","1980","45.76578"
"Indiana","Cost of Living Index","Index, High=High cost of living","1981","50.13689"
"Indiana","Cost of Living Index","Index, High=High cost of living","1982","52.72812"
"Indiana","Cost of Living Index","Index, High=High cost of living","1983","54.33866"
"Indiana","Cost of Living Index","Index, High=High cost of living","1984","56.32287"
"Indiana","Cost of Living Index","Index, High=High cost of living","1985","58.12678"
"Indiana","Cost of Living Index","Index, High=High cost of living","1986","59.3009"
"Indiana","Cost of Living Index","Index, High=High cost of living","1987","61.43122"
"Indiana","Cost of Living Index","Index, High=High cost of living","1988","63.92344"
"Indiana","Cost of Living Index","Index, High=High cost of living","1989","66.988"
"Indiana","Cost of Living Index","Index, High=High cost of living","1990","70.11751"
"Indiana","Cost of Living Index","Index, High=High cost of living","1991","72.72722"
"Indiana","Cost of Living Index","Index, High=High cost of living","1992","75.01163"
"Indiana","Cost of Living Index","Index, High=High cost of living","1993","77.1541"
"Indiana","Cost of Living Index","Index, High=High cost of living","1994","79.34834"
"Indiana","Cost of Living Index","Index, High=High cost of living","1995","81.66394"
"Indiana","Cost of Living Index","Index, High=High cost of living","1996","84.322"
"Indiana","Cost of Living Index","Index, High=High cost of living","1997","86.57599"
"Indiana","Cost of Living Index","Index, High=High cost of living","1998","88.20619"
"Indiana","Cost of Living Index","Index, High=High cost of living","1999","90.23135"
"Indiana","Cost of Living Index","Index, High=High cost of living","2000","93.59287"
"Indiana","Cost of Living Index","Index, High=High cost of living","2001","96.17613"
"Indiana","Cost of Living Index","Index, High=High cost of living","2002","97.91148"
"Indiana","Cost of Living Index","Index, High=High cost of living","2003","100.1402"
"Indiana","Cost of Living Index","Index, High=High cost of living","2016","87.9"
"Indiana","Cost of Living Index","Index, High=High cost of living","2017","91.1"
"Indiana","Cost of Living Index","Index, High=High cost of living","2019","90.9"
"Indiana","Cost of Living Index","Index, High=High cost of living","2020","89.8"
"Indiana","Cost of Living Index","Index, High=High cost of living","2021","90.6"
"Indiana","Cost of Living Index","Index, High=High cost of living","2022","89.9"
"Indiana","Cost of Living Index","Index, High=High cost of living","2023","91"
"Indiana","Cost of Living Index","Index, High=High cost of living","2017Q1","90.6"
"Indiana","Cost of Living Index","Index, High=High cost of living","2017Q2","90.8"
"Indiana","Cost of Living Index","Index, High=High cost of living","2017Q3","92.5"
"Indiana","Cost of Living Index","Index, High=High cost of living","2018Q1","91.5"
"Indiana","Cost of Living Index","Index, High=High cost of living","2019Q1","12"
"Indiana","Cost of Living Index","Index, High=High cost of living","2019Q2","90.5"
"Indiana","Cost of Living Index","Index, High=High cost of living","2019Q3","90.7"
"Indiana","Cost of Living Index","Index, High=High cost of living","2020Q1","89.5"
"Indiana","Cost of Living Index","Index, High=High cost of living","2020Q3","90.4"
"Indiana","Cost of Living Index","Index, High=High cost of living","2020Q4","90.3"
"Indiana","Cost of Living Index","Index, High=High cost of living","2021Q1","89.8"
"Indiana","Cost of Living Index","Index, High=High cost of living","2021Q2","91"
"Indiana","Cost of Living Index","Index, High=High cost of living","2021Q3","91.1"
"Indiana","Cost of Living Index","Index, High=High cost of living","2022Q1","89.2"
"Indiana","Cost of Living Index","Index, High=High cost of living","2022Q2","88.9"
"Indiana","Cost of Living Index","Index, High=High cost of living","2022Q3","90.2"
"Indiana","Cost of Living Index","Index, High=High cost of living","2023Q1","91.5"
"Indiana","Cost of Living Index","Index, High=High cost of living","2023Q2","91.5"
"Indiana","Cost of Living Index","Index, High=High cost of living","2023Q3","91.1"
"Iowa","Cost of Living Index","Index, High=High cost of living","1960","13.05698"
"Iowa","Cost of Living Index","Index, High=High cost of living","1961","13.33162"
"Iowa","Cost of Living Index","Index, High=High cost of living","1962","13.6593"
"Iowa","Cost of Living Index","Index, High=High cost of living","1963","13.99498"
"Iowa","Cost of Living Index","Index, High=High cost of living","1964","14.4425"
"Iowa","Cost of Living Index","Index, High=High cost of living","1965","15.49642"
"Iowa","Cost of Living Index","Index, High=High cost of living","1966","16.46593"
"Iowa","Cost of Living Index","Index, High=High cost of living","1967","17.11695"
"Iowa","Cost of Living Index","Index, High=High cost of living","1968","18.11075"
"Iowa","Cost of Living Index","Index, High=High cost of living","1969","19.5708"
"Iowa","Cost of Living Index","Index, High=High cost of living","1970","20.85582"
"Iowa","Cost of Living Index","Index, High=High cost of living","1971","21.97747"
"Iowa","Cost of Living Index","Index, High=High cost of living","1972","23.34126"
"Iowa","Cost of Living Index","Index, High=High cost of living","1973","25.59664"
"Iowa","Cost of Living Index","Index, High=High cost of living","1974","28.07764"
"Iowa","Cost of Living Index","Index, High=High cost of living","1975","30.75548"
"Iowa","Cost of Living Index","Index, High=High cost of living","1976","32.61257"
"Iowa","Cost of Living Index","Index, High=High cost of living","1977","35.0972"
"Iowa","Cost of Living Index","Index, High=High cost of living","1978","38.23241"
"Iowa","Cost of Living Index","Index, High=High cost of living","1979","42.2846"
"Iowa","Cost of Living Index","Index, High=High cost of living","1980","47.00741"
"Iowa","Cost of Living Index","Index, High=High cost of living","1981","51.32038"
"Iowa","Cost of Living Index","Index, High=High cost of living","1982","53.83008"
"Iowa","Cost of Living Index","Index, High=High cost of living","1983","55.24823"
"Iowa","Cost of Living Index","Index, High=High cost of living","1984","57.2669"
"Iowa","Cost of Living Index","Index, High=High cost of living","1985","59.04321"
"Iowa","Cost of Living Index","Index, High=High cost of living","1986","60.05895"
"Iowa","Cost of Living Index","Index, High=High cost of living","1987","62.05819"
"Iowa","Cost of Living Index","Index, High=High cost of living","1988","64.17602"
"Iowa","Cost of Living Index","Index, High=High cost of living","1989","67.0527"
"Iowa","Cost of Living Index","Index, High=High cost of living","1990","70.04811"
"Iowa","Cost of Living Index","Index, High=High cost of living","1991","72.63793"
"Iowa","Cost of Living Index","Index, High=High cost of living","1992","74.85114"
"Iowa","Cost of Living Index","Index, High=High cost of living","1993","76.72462"
"Iowa","Cost of Living Index","Index, High=High cost of living","1994","79.05107"
"Iowa","Cost of Living Index","Index, High=High cost of living","1995","81.32232"
"Iowa","Cost of Living Index","Index, High=High cost of living","1996","84.08008"
"Iowa","Cost of Living Index","Index, High=High cost of living","1997","86.30927"
"Iowa","Cost of Living Index","Index, High=High cost of living","1998","87.78407"
"Iowa","Cost of Living Index","Index, High=High cost of living","1999","89.70473"
"Iowa","Cost of Living Index","Index, High=High cost of living","2000","92.98448"
"Iowa","Cost of Living Index","Index, High=High cost of living","2001","95.56549"
"Iowa","Cost of Living Index","Index, High=High cost of living","2002","97.28417"
"Iowa","Cost of Living Index","Index, High=High cost of living","2003","99.47097"
"Iowa","Cost of Living Index","Index, High=High cost of living","2016","91.7"
"Iowa","Cost of Living Index","Index, High=High cost of living","2017","91.3"
"Iowa","Cost of Living Index","Index, High=High cost of living","2019","91.9"
"Iowa","Cost of Living Index","Index, High=High cost of living","2020","91.3"
"Iowa","Cost of Living Index","Index, High=High cost of living","2021","89.9"
"Iowa","Cost of Living Index","Index, High=High cost of living","2022","89.2"
"Iowa","Cost of Living Index","Index, High=High cost of living","2023","90.3"
"Iowa","Cost of Living Index","Index, High=High cost of living","2017Q1","92.3"
"Iowa","Cost of Living Index","Index, High=High cost of living","2017Q2","91.9"
"Iowa","Cost of Living Index","Index, High=High cost of living","2017Q3","90"
"Iowa","Cost of Living Index","Index, High=High cost of living","2018Q1","91.9"
"Iowa","Cost of Living Index","Index, High=High cost of living","2019Q1","13"
"Iowa","Cost of Living Index","Index, High=High cost of living","2019Q2","92"
"Iowa","Cost of Living Index","Index, High=High cost of living","2019Q3","92.4"
"Iowa","Cost of Living Index","Index, High=High cost of living","2020Q1","91.4"
"Iowa","Cost of Living Index","Index, High=High cost of living","2020Q3","92.1"
"Iowa","Cost of Living Index","Index, High=High cost of living","2020Q4","92"
"Iowa","Cost of Living Index","Index, High=High cost of living","2021Q1","90.4"
"Iowa","Cost of Living Index","Index, High=High cost of living","2021Q2","91.1"
"Iowa","Cost of Living Index","Index, High=High cost of living","2021Q3","90.3"
"Iowa","Cost of Living Index","Index, High=High cost of living","2022Q1","88.1"
"Iowa","Cost of Living Index","Index, High=High cost of living","2022Q2","89"
"Iowa","Cost of Living Index","Index, High=High cost of living","2022Q3","88.2"
"Iowa","Cost of Living Index","Index, High=High cost of living","2023Q1","89.7"
"Iowa","Cost of Living Index","Index, High=High cost of living","2023Q2","89.9"
"Iowa","Cost of Living Index","Index, High=High cost of living","2023Q3","89.9"
"Kansas","Cost of Living Index","Index, High=High cost of living","1960","13.36049"
"Kansas","Cost of Living Index","Index, High=High cost of living","1961","13.54882"
"Kansas","Cost of Living Index","Index, High=High cost of living","1962","13.84347"
"Kansas","Cost of Living Index","Index, High=High cost of living","1963","14.34726"
"Kansas","Cost of Living Index","Index, High=High cost of living","1964","14.7707"
"Kansas","Cost of Living Index","Index, High=High cost of living","1965","15.47041"
"Kansas","Cost of Living Index","Index, High=High cost of living","1966","16.29854"
"Kansas","Cost of Living Index","Index, High=High cost of living","1967","17.11379"
"Kansas","Cost of Living Index","Index, High=High cost of living","1968","18.26778"
"Kansas","Cost of Living Index","Index, High=High cost of living","1969","19.48011"
"Kansas","Cost of Living Index","Index, High=High cost of living","1970","20.85117"
"Kansas","Cost of Living Index","Index, High=High cost of living","1971","22.22025"
"Kansas","Cost of Living Index","Index, High=High cost of living","1972","23.55062"
"Kansas","Cost of Living Index","Index, High=High cost of living","1973","25.50872"
"Kansas","Cost of Living Index","Index, High=High cost of living","1974","28.22537"
"Kansas","Cost of Living Index","Index, High=High cost of living","1975","30.76978"
"Kansas","Cost of Living Index","Index, High=High cost of living","1976","32.73643"
"Kansas","Cost of Living Index","Index, High=High cost of living","1977","35.11178"
"Kansas","Cost of Living Index","Index, High=High cost of living","1978","37.9735"
"Kansas","Cost of Living Index","Index, High=High cost of living","1979","42.31179"
"Kansas","Cost of Living Index","Index, High=High cost of living","1980","47.13483"
"Kansas","Cost of Living Index","Index, High=High cost of living","1981","51.59473"
"Kansas","Cost of Living Index","Index, High=High cost of living","1982","54.36031"
"Kansas","Cost of Living Index","Index, High=High cost of living","1983","55.87947"
"Kansas","Cost of Living Index","Index, High=High cost of living","1984","57.79211"
"Kansas","Cost of Living Index","Index, High=High cost of living","1985","59.5802"
"Kansas","Cost of Living Index","Index, High=High cost of living","1986","60.66232"
"Kansas","Cost of Living Index","Index, High=High cost of living","1987","62.68071"
"Kansas","Cost of Living Index","Index, High=High cost of living","1988","65.04346"
"Kansas","Cost of Living Index","Index, High=High cost of living","1989","67.90427"
"Kansas","Cost of Living Index","Index, High=High cost of living","1990","71.08663"
"Kansas","Cost of Living Index","Index, High=High cost of living","1991","73.66428"
"Kansas","Cost of Living Index","Index, High=High cost of living","1992","75.82563"
"Kansas","Cost of Living Index","Index, High=High cost of living","1993","77.83617"
"Kansas","Cost of Living Index","Index, High=High cost of living","1994","79.8588"
"Kansas","Cost of Living Index","Index, High=High cost of living","1995","82.05156"
"Kansas","Cost of Living Index","Index, High=High cost of living","1996","84.64788"
"Kansas","Cost of Living Index","Index, High=High cost of living","1997","86.81313"
"Kansas","Cost of Living Index","Index, High=High cost of living","1998","88.30582"
"Kansas","Cost of Living Index","Index, High=High cost of living","1999","90.2336"
"Kansas","Cost of Living Index","Index, High=High cost of living","2000","93.4244"
"Kansas","Cost of Living Index","Index, High=High cost of living","2001","96.00179"
"Kansas","Cost of Living Index","Index, High=High cost of living","2002","97.65908"
"Kansas","Cost of Living Index","Index, High=High cost of living","2003","99.85979"
"Kansas","Cost of Living Index","Index, High=High cost of living","2016","90.4"
"Kansas","Cost of Living Index","Index, High=High cost of living","2017","90.2"
"Kansas","Cost of Living Index","Index, High=High cost of living","2019","88.5"
"Kansas","Cost of Living Index","Index, High=High cost of living","2020","86.8"
"Kansas","Cost of Living Index","Index, High=High cost of living","2021","86.5"
"Kansas","Cost of Living Index","Index, High=High cost of living","2022","87.5"
"Kansas","Cost of Living Index","Index, High=High cost of living","2023","87.1"
"Kansas","Cost of Living Index","Index, High=High cost of living","2017Q1","91.1"
"Kansas","Cost of Living Index","Index, High=High cost of living","2017Q2","89.7"
"Kansas","Cost of Living Index","Index, High=High cost of living","2017Q3","90.7"
"Kansas","Cost of Living Index","Index, High=High cost of living","2018Q1","89.5"
"Kansas","Cost of Living Index","Index, High=High cost of living","2019Q1","8"
"Kansas","Cost of Living Index","Index, High=High cost of living","2019Q2","89.6"
"Kansas","Cost of Living Index","Index, High=High cost of living","2019Q3","87.4"
"Kansas","Cost of Living Index","Index, High=High cost of living","2020Q1","86.5"
"Kansas","Cost of Living Index","Index, High=High cost of living","2020Q3","87.9"
"Kansas","Cost of Living Index","Index, High=High cost of living","2020Q4","87.5"
"Kansas","Cost of Living Index","Index, High=High cost of living","2021Q1","86.8"
"Kansas","Cost of Living Index","Index, High=High cost of living","2021Q2","87.1"
"Kansas","Cost of Living Index","Index, High=High cost of living","2021Q3","86.9"
"Kansas","Cost of Living Index","Index, High=High cost of living","2022Q1","85.4"
"Kansas","Cost of Living Index","Index, High=High cost of living","2022Q2","86.4"
"Kansas","Cost of Living Index","Index, High=High cost of living","2022Q3","87.3"
"Kansas","Cost of Living Index","Index, High=High cost of living","2023Q1","87.7"
"Kansas","Cost of Living Index","Index, High=High cost of living","2023Q2","87.2"
"Kansas","Cost of Living Index","Index, High=High cost of living","2023Q3","87.4"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1960","10.10452"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1961","10.51692"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1962","10.86971"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1963","11.36817"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1964","11.64955"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1965","12.34793"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1966","13.20627"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1967","14.00768"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1968","15.13679"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1969","16.51557"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1970","17.8063"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1971","18.9024"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1972","20.03289"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1973","21.77016"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1974","24.37712"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1975","26.60943"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1976","28.47281"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1977","30.71678"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1978","33.29195"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1979","37.05192"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1980","41.38075"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1981","45.31577"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1982","47.86356"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1983","49.32084"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1984","51.25969"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1985","52.89333"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1986","53.92812"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1987","55.91291"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1988","58.06536"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1989","60.72899"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1990","63.5948"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1991","65.72588"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1992","67.77964"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1993","69.60956"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1994","71.51481"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1995","73.59393"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1996","76.0233"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1997","78.1012"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1998","79.52221"
"Kentucky","Cost of Living Index","Index, High=High cost of living","1999","81.34614"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2000","84.72667"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2001","86.87343"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2002","88.46481"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2003","90.47941"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2016","90.8"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2017","93.7"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2019","93.1"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2020","93.6"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2021","93.1"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2022","94.9"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2023","92"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2017Q1","94.6"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2017Q2","93.3"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2017Q3","93.7"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2018Q1","92.6"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2019Q1","16"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2019Q2","91.7"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2019Q3","93"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2020Q1","94.2"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2020Q3","93.8"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2020Q4","94"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2021Q1","94.5"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2021Q2","93.9"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2021Q3","93.9"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2022Q1","93.6"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2022Q2","95.2"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2022Q3","92.8"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2023Q1","93.8"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2023Q2","94.5"
"Kentucky","Cost of Living Index","Index, High=High cost of living","2023Q3","93.2"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2017Q1","93.8"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2017Q2","94.6"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2017Q3","93.9"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2018Q1","93.4"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2019Q1","20"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2019Q2","93.6"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2019Q3","92.9"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2020Q1","93.5"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2020Q3","93.4"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2020Q4","93.4"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2021Q1","93.2"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2021Q2","93.4"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2021Q3","92.8"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2022Q1","93.3"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2022Q2","92.8"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2022Q3","93.5"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2023Q1","92"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2023Q2","92.2"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2023Q3","90.7"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1960","10.48923"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1961","10.65577"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1962","10.86004"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1963","11.4033"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1964","11.82515"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1965","12.45698"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1966","13.30179"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1967","14.1165"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1968","15.19799"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1969","16.45855"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1970","17.75941"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1971","18.94262"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1972","20.0421"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1973","21.82727"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1974","24.60634"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1975","27.03141"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1976","29.0277"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1977","31.30588"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1978","34.06349"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1979","37.90776"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1980","42.60042"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1981","46.41476"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1982","48.69082"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1983","49.93181"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1984","51.55903"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1985","53.10233"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1986","53.6545"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1987","55.19013"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1988","57.20882"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1989","59.66478"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1990","62.48329"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1991","64.61635"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1992","66.68195"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1993","68.66612"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1994","70.72527"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1995","72.87144"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1996","75.32107"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1997","77.46754"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1998","78.92862"
"Louisiana","Cost of Living Index","Index, High=High cost of living","1999","80.6991"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2000","84.11293"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2001","86.469"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2002","88.10603"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2003","90.12241"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2016","94.4"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2017","94.4"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2019","93.1"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2020","93.2"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2021","93"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2022","93.6"
"Louisiana","Cost of Living Index","Index, High=High cost of living","2023","91"
"Maine","Cost of Living Index","Index, High=High cost of living","1960","14.30684"
"Maine","Cost of Living Index","Index, High=High cost of living","1961","14.37241"
"Maine","Cost of Living Index","Index, High=High cost of living","1962","14.7558"
"Maine","Cost of Living Index","Index, High=High cost of living","1963","14.88015"
"Maine","Cost of Living Index","Index, High=High cost of living","1964","15.51591"
"Maine","Cost of Living Index","Index, High=High cost of living","1965","16.25717"
"Maine","Cost of Living Index","Index, High=High cost of living","1966","17.14595"
"Maine","Cost of Living Index","Index, High=High cost of living","1967","17.97206"
"Maine","Cost of Living Index","Index, High=High cost of living","1968","19.09111"
"Maine","Cost of Living Index","Index, High=High cost of living","1969","20.61716"
"Maine","Cost of Living Index","Index, High=High cost of living","1970","22.13739"
"Maine","Cost of Living Index","Index, High=High cost of living","1971","23.36576"
"Maine","Cost of Living Index","Index, High=High cost of living","1972","24.65"
"Maine","Cost of Living Index","Index, High=High cost of living","1973","26.75537"
"Maine","Cost of Living Index","Index, High=High cost of living","1974","29.69667"
"Maine","Cost of Living Index","Index, High=High cost of living","1975","32.22053"
"Maine","Cost of Living Index","Index, High=High cost of living","1976","34.43986"
"Maine","Cost of Living Index","Index, High=High cost of living","1977","36.75158"
"Maine","Cost of Living Index","Index, High=High cost of living","1978","39.63646"
"Maine","Cost of Living Index","Index, High=High cost of living","1979","43.89687"
"Maine","Cost of Living Index","Index, High=High cost of living","1980","49.27742"
"Maine","Cost of Living Index","Index, High=High cost of living","1981","53.94725"
"Maine","Cost of Living Index","Index, High=High cost of living","1982","57.02017"
"Maine","Cost of Living Index","Index, High=High cost of living","1983","58.89561"
"Maine","Cost of Living Index","Index, High=High cost of living","1984","61.44532"
"Maine","Cost of Living Index","Index, High=High cost of living","1985","63.95045"
"Maine","Cost of Living Index","Index, High=High cost of living","1986","66.03658"
"Maine","Cost of Living Index","Index, High=High cost of living","1987","69.13463"
"Maine","Cost of Living Index","Index, High=High cost of living","1988","72.39694"
"Maine","Cost of Living Index","Index, High=High cost of living","1989","76.1183"
"Maine","Cost of Living Index","Index, High=High cost of living","1990","79.27979"
"Maine","Cost of Living Index","Index, High=High cost of living","1991","80.93624"
"Maine","Cost of Living Index","Index, High=High cost of living","1992","82.87067"
"Maine","Cost of Living Index","Index, High=High cost of living","1993","84.69546"
"Maine","Cost of Living Index","Index, High=High cost of living","1994","86.63694"
"Maine","Cost of Living Index","Index, High=High cost of living","1995","88.81065"
"Maine","Cost of Living Index","Index, High=High cost of living","1996","90.75862"
"Maine","Cost of Living Index","Index, High=High cost of living","1997","92.25249"
"Maine","Cost of Living Index","Index, High=High cost of living","1998","94.16784"
"Maine","Cost of Living Index","Index, High=High cost of living","1999","96.58737"
"Maine","Cost of Living Index","Index, High=High cost of living","2000","100.5396"
"Maine","Cost of Living Index","Index, High=High cost of living","2001","103.3166"
"Maine","Cost of Living Index","Index, High=High cost of living","2002","105.9715"
"Maine","Cost of Living Index","Index, High=High cost of living","2003","109.0675"
"Maine","Cost of Living Index","Index, High=High cost of living","2016","112"
"Maine","Cost of Living Index","Index, High=High cost of living","2017","113.6"
"Maine","Cost of Living Index","Index, High=High cost of living","2019","116.6"
"Maine","Cost of Living Index","Index, High=High cost of living","2020","116.1"
"Maine","Cost of Living Index","Index, High=High cost of living","2021","115"
"Maine","Cost of Living Index","Index, High=High cost of living","2022","115.3"
"Maine","Cost of Living Index","Index, High=High cost of living","2023","109.9"
"Maine","Cost of Living Index","Index, High=High cost of living","2017Q1","115"
