"location","indicator","Unit","Date","Value"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2000","82.57829"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2001","84.78991"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2002","86.30305"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2003","88.26593"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2016","86"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2017","85.1"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2019","84.8"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2020","84.5"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2021","83.3"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2022","85"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2023","86.3"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2017Q1","85"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2017Q2","85.5"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2017Q3","84.2"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2018Q1","84"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2019Q1","1"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2019Q2","86.7"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2019Q3","84.5"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2020Q1","84.7"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2020Q3","84.8"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2020Q4","84.8"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2021Q1","84.6"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2021Q2","83.3"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2021Q3","85.1"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2022Q1","83.1"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2022Q2","84.9"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2022Q3","84.5"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2023Q1","85.3"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2023Q2","86"
"Mississippi","Cost of Living Index","Index, High=High cost of living","2023Q3","86.7"
"Montana","Cost of Living Index","Index, High=High cost of living","1960","13.21761"
"Montana","Cost of Living Index","Index, High=High cost of living","1961","13.02932"
"Montana","Cost of Living Index","Index, High=High cost of living","1962","13.99058"
"Montana","Cost of Living Index","Index, High=High cost of living","1963","14.09592"
"Montana","Cost of Living Index","Index, High=High cost of living","1964","14.31621"
"Montana","Cost of Living Index","Index, High=High cost of living","1965","15.00508"
"Montana","Cost of Living Index","Index, High=High cost of living","1966","15.83692"
"Montana","Cost of Living Index","Index, High=High cost of living","1967","16.54424"
"Montana","Cost of Living Index","Index, High=High cost of living","1968","17.41665"
"Montana","Cost of Living Index","Index, High=High cost of living","1969","18.79319"
"Montana","Cost of Living Index","Index, High=High cost of living","1970","20.13811"
"Montana","Cost of Living Index","Index, High=High cost of living","1971","21.12286"
"Montana","Cost of Living Index","Index, High=High cost of living","1972","22.48445"
"Montana","Cost of Living Index","Index, High=High cost of living","1973","24.37722"
"Montana","Cost of Living Index","Index, High=High cost of living","1974","26.73603"
"Montana","Cost of Living Index","Index, High=High cost of living","1975","29.03332"
"Montana","Cost of Living Index","Index, High=High cost of living","1976","30.51509"
"Montana","Cost of Living Index","Index, High=High cost of living","1977","33.15297"
"Montana","Cost of Living Index","Index, High=High cost of living","1978","36.30474"
"Montana","Cost of Living Index","Index, High=High cost of living","1979","40.03648"
"Montana","Cost of Living Index","Index, High=High cost of living","1980","44.75205"
"Montana","Cost of Living Index","Index, High=High cost of living","1981","48.64203"
"Montana","Cost of Living Index","Index, High=High cost of living","1982","50.92125"
"Montana","Cost of Living Index","Index, High=High cost of living","1983","52.2547"
"Montana","Cost of Living Index","Index, High=High cost of living","1984","53.79755"
"Montana","Cost of Living Index","Index, High=High cost of living","1985","55.22196"
"Montana","Cost of Living Index","Index, High=High cost of living","1986","56.14852"
"Montana","Cost of Living Index","Index, High=High cost of living","1987","57.86518"
"Montana","Cost of Living Index","Index, High=High cost of living","1988","59.83333"
"Montana","Cost of Living Index","Index, High=High cost of living","1989","62.60614"
"Montana","Cost of Living Index","Index, High=High cost of living","1990","65.61325"
"Montana","Cost of Living Index","Index, High=High cost of living","1991","68.1585"
"Montana","Cost of Living Index","Index, High=High cost of living","1992","70.01548"
"Montana","Cost of Living Index","Index, High=High cost of living","1993","71.97279"
"Montana","Cost of Living Index","Index, High=High cost of living","1994","73.61665"
"Montana","Cost of Living Index","Index, High=High cost of living","1995","75.57827"
"Montana","Cost of Living Index","Index, High=High cost of living","1996","77.41616"
"Montana","Cost of Living Index","Index, High=High cost of living","1997","78.94711"
"Montana","Cost of Living Index","Index, High=High cost of living","1998","81.12652"
"Montana","Cost of Living Index","Index, High=High cost of living","1999","83.61392"
"Montana","Cost of Living Index","Index, High=High cost of living","2000","87.13434"
"Montana","Cost of Living Index","Index, High=High cost of living","2001","90.02731"
"Montana","Cost of Living Index","Index, High=High cost of living","2002","92.34985"
"Montana","Cost of Living Index","Index, High=High cost of living","2003","95.10574"
"Montana","Cost of Living Index","Index, High=High cost of living","2016","100.8"
"Montana","Cost of Living Index","Index, High=High cost of living","2017","100.4"
"Montana","Cost of Living Index","Index, High=High cost of living","2019","106.3"
"Montana","Cost of Living Index","Index, High=High cost of living","2020","99.4"
"Montana","Cost of Living Index","Index, High=High cost of living","2021","100.7"
"Montana","Cost of Living Index","Index, High=High cost of living","2022","104.8"
"Montana","Cost of Living Index","Index, High=High cost of living","2023","102.9"
"Montana","Cost of Living Index","Index, High=High cost of living","2017Q1","98"
"Montana","Cost of Living Index","Index, High=High cost of living","2017Q2","100.7"
"Montana","Cost of Living Index","Index, High=High cost of living","2017Q3","101.2"
"Montana","Cost of Living Index","Index, High=High cost of living","2018Q1","103.9"
"Montana","Cost of Living Index","Index, High=High cost of living","2019Q1","34"
"Montana","Cost of Living Index","Index, High=High cost of living","2019Q2","105"
"Montana","Cost of Living Index","Index, High=High cost of living","2019Q3","107.8"
"Montana","Cost of Living Index","Index, High=High cost of living","2020Q1","108.2"
"Montana","Cost of Living Index","Index, High=High cost of living","2020Q3","98.8"
"Montana","Cost of Living Index","Index, High=High cost of living","2020Q4","99.3"
"Montana","Cost of Living Index","Index, High=High cost of living","2021Q1","100"
"Montana","Cost of Living Index","Index, High=High cost of living","2021Q2","100.3"
"Montana","Cost of Living Index","Index, High=High cost of living","2021Q3","100.8"
"Montana","Cost of Living Index","Index, High=High cost of living","2022Q1","104.4"
"Montana","Cost of Living Index","Index, High=High cost of living","2022Q2","104.8"
"Montana","Cost of Living Index","Index, High=High cost of living","2022Q3","105.3"
"Montana","Cost of Living Index","Index, High=High cost of living","2023Q1","103.7"
"Montana","Cost of Living Index","Index, High=High cost of living","2023Q2","103"
"Montana","Cost of Living Index","Index, High=High cost of living","2023Q3","103.1"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1960","14.0523"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1961","14.02006"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1962","14.5572"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1963","14.56815"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1964","15.04348"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1965","15.90731"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1966","16.91042"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1967","17.6904"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1968","18.61277"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1969","20.02594"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1970","21.3262"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1971","22.67999"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1972","23.93576"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1973","25.98576"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1974","28.45447"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1975","31.22998"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1976","32.99432"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1977","35.35584"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1978","38.47124"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1979","42.5122"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1980","47.1803"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1981","51.74432"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1982","54.49039"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1983","55.98989"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1984","57.99176"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1985","59.81212"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1986","60.85365"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1987","62.90678"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1988","65.33748"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1989","68.19798"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1990","71.39616"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1991","74.02392"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1992","76.17347"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1993","78.19881"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1994","80.35866"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1995","82.72011"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1996","85.52056"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1997","87.62185"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1998","89.18704"
"Nebraska","Cost of Living Index","Index, High=High cost of living","1999","91.21951"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2000","94.44621"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2001","97.10663"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2002","98.80452"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2003","101.1306"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2016","91.3"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2017","92.9"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2019","91.6"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2020","93"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2021","93.7"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2022","91.9"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2023","90.9"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2017Q1","93.9"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2017Q2","91.8"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2017Q3","92.3"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2018Q1","93.4"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2019Q1","14"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2019Q2","92.3"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2019Q3","91.7"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2020Q1","92.8"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2020Q3","92.6"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2020Q4","93.1"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2021Q1","93.9"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2021Q2","93.9"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2021Q3","93.6"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2022Q1","91.8"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2022Q2","91.5"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2022Q3","91.1"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2023Q1","90.1"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2023Q2","91.3"
"Nebraska","Cost of Living Index","Index, High=High cost of living","2023Q3","91"
"Nevada","Cost of Living Index","Index, High=High cost of living","1960","16.49293"
"Nevada","Cost of Living Index","Index, High=High cost of living","1961","16.70553"
"Nevada","Cost of Living Index","Index, High=High cost of living","1962","17.34439"
"Nevada","Cost of Living Index","Index, High=High cost of living","1963","17.40466"
"Nevada","Cost of Living Index","Index, High=High cost of living","1964","17.61061"
"Nevada","Cost of Living Index","Index, High=High cost of living","1965","17.99496"
"Nevada","Cost of Living Index","Index, High=High cost of living","1966","18.73983"
"Nevada","Cost of Living Index","Index, High=High cost of living","1967","19.44847"
"Nevada","Cost of Living Index","Index, High=High cost of living","1968","20.42931"
"Nevada","Cost of Living Index","Index, High=High cost of living","1969","21.8942"
"Nevada","Cost of Living Index","Index, High=High cost of living","1970","23.19609"
"Nevada","Cost of Living Index","Index, High=High cost of living","1971","24.28092"
"Nevada","Cost of Living Index","Index, High=High cost of living","1972","25.24244"
"Nevada","Cost of Living Index","Index, High=High cost of living","1973","26.91722"
"Nevada","Cost of Living Index","Index, High=High cost of living","1974","29.26393"
"Nevada","Cost of Living Index","Index, High=High cost of living","1975","31.636"
"Nevada","Cost of Living Index","Index, High=High cost of living","1976","33.24682"
"Nevada","Cost of Living Index","Index, High=High cost of living","1977","36.41531"
"Nevada","Cost of Living Index","Index, High=High cost of living","1978","39.7305"
"Nevada","Cost of Living Index","Index, High=High cost of living","1979","43.786"
"Nevada","Cost of Living Index","Index, High=High cost of living","1980","48.63585"
"Nevada","Cost of Living Index","Index, High=High cost of living","1981","52.54334"
"Nevada","Cost of Living Index","Index, High=High cost of living","1982","54.83486"
"Nevada","Cost of Living Index","Index, High=High cost of living","1983","56.26049"
"Nevada","Cost of Living Index","Index, High=High cost of living","1984","57.83773"
"Nevada","Cost of Living Index","Index, High=High cost of living","1985","59.43942"
"Nevada","Cost of Living Index","Index, High=High cost of living","1986","60.41519"
"Nevada","Cost of Living Index","Index, High=High cost of living","1987","62.19209"
"Nevada","Cost of Living Index","Index, High=High cost of living","1988","64.69777"
"Nevada","Cost of Living Index","Index, High=High cost of living","1989","67.5536"
"Nevada","Cost of Living Index","Index, High=High cost of living","1990","71.09737"
"Nevada","Cost of Living Index","Index, High=High cost of living","1991","73.42365"
"Nevada","Cost of Living Index","Index, High=High cost of living","1992","75.43102"
"Nevada","Cost of Living Index","Index, High=High cost of living","1993","77.26824"
"Nevada","Cost of Living Index","Index, High=High cost of living","1994","79.0927"
"Nevada","Cost of Living Index","Index, High=High cost of living","1995","81.12342"
"Nevada","Cost of Living Index","Index, High=High cost of living","1996","82.98525"
"Nevada","Cost of Living Index","Index, High=High cost of living","1997","84.38593"
"Nevada","Cost of Living Index","Index, High=High cost of living","1998","86.53175"
"Nevada","Cost of Living Index","Index, High=High cost of living","1999","89.11188"
"Nevada","Cost of Living Index","Index, High=High cost of living","2000","92.57048"
"Nevada","Cost of Living Index","Index, High=High cost of living","2001","95.55986"
"Nevada","Cost of Living Index","Index, High=High cost of living","2002","98.2552"
"Nevada","Cost of Living Index","Index, High=High cost of living","2003","101.419"
"Nevada","Cost of Living Index","Index, High=High cost of living","2016","104.5"
"Nevada","Cost of Living Index","Index, High=High cost of living","2017","104.7"
"Nevada","Cost of Living Index","Index, High=High cost of living","2019","108.4"
"Nevada","Cost of Living Index","Index, High=High cost of living","2020","108.8"
"Nevada","Cost of Living Index","Index, High=High cost of living","2021","106.3"
"Nevada","Cost of Living Index","Index, High=High cost of living","2022","103.2"
"Nevada","Cost of Living Index","Index, High=High cost of living","2023","101"
"Nevada","Cost of Living Index","Index, High=High cost of living","2017Q1","101.6"
"Nevada","Cost of Living Index","Index, High=High cost of living","2017Q2","105.4"
"Nevada","Cost of Living Index","Index, High=High cost of living","2017Q3","106.6"
"Nevada","Cost of Living Index","Index, High=High cost of living","2018Q1","110.3"
"Nevada","Cost of Living Index","Index, High=High cost of living","2019Q1","36"
"Nevada","Cost of Living Index","Index, High=High cost of living","2019Q2","109.2"
"Nevada","Cost of Living Index","Index, High=High cost of living","2019Q3","102.8"
"Nevada","Cost of Living Index","Index, High=High cost of living","2020Q1","108.8"
"Nevada","Cost of Living Index","Index, High=High cost of living","2020Q3","108.9"
"Nevada","Cost of Living Index","Index, High=High cost of living","2020Q4","108.9"
"Nevada","Cost of Living Index","Index, High=High cost of living","2021Q1","106.4"
"Nevada","Cost of Living Index","Index, High=High cost of living","2021Q2","108.1"
"Nevada","Cost of Living Index","Index, High=High cost of living","2021Q3","103.3"
"Nevada","Cost of Living Index","Index, High=High cost of living","2022Q1","103.1"
"Nevada","Cost of Living Index","Index, High=High cost of living","2022Q2","105.4"
"Nevada","Cost of Living Index","Index, High=High cost of living","2022Q3","101.9"
"Nevada","Cost of Living Index","Index, High=High cost of living","2023Q1","101.3"
"Nevada","Cost of Living Index","Index, High=High cost of living","2023Q2","101.7"
"Nevada","Cost of Living Index","Index, High=High cost of living","2023Q3","101.1"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1960","15.63197"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1961","15.84459"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1962","16.25275"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1963","16.64387"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1964","16.96899"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1965","17.57282"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1966","18.54929"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1967","19.47454"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1968","20.59297"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1969","22.32922"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1970","23.59877"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1971","24.88437"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1972","26.26127"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1973","28.3693"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1974","31.26365"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1975","33.8667"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1976","36.03276"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1977","38.53086"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1978","41.63075"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1979","46.05975"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1980","51.55599"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1981","56.54506"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1982","59.80522"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1983","61.93426"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1984","64.84071"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1985","67.72047"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1986","70.41936"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1987","74.129"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1988","77.9044"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1989","82.06896"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1990","85.13825"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1991","87.40607"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1992","89.33173"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1993","91.14021"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1994","93.06111"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1995","95.18504"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1996","97.3816"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1997","98.97267"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1998","100.4741"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","1999","102.4801"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2000","105.8718"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2001","108.6277"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2002","111.6387"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2003","115.1946"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2016","119.2"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2017","115"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2019","108.5"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2020","108.4"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2021","109.9"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2022","116.1"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2023","114.1"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2017Q1","118"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2017Q2","112"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2017Q3","113.7"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2018Q1","112"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2019Q1","37"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2019Q2","108.4"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2019Q3","107.3"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2020Q1","108"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2020Q3","108.2"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2020Q4","108.5"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2021Q1","108.6"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2021Q2","109.5"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2021Q3","112.6"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2022Q1","117.4"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2022Q2","113.2"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2022Q3","114.7"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2023Q1","115"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2023Q2","114.6"
"New Hampshire","Cost of Living Index","Index, High=High cost of living","2023Q3","115.6"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1960","14.87624"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1961","15.15521"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1962","15.373"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1963","15.7067"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1964","16.05543"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1965","16.70082"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1966","17.5672"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1967","18.47057"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1968","19.69237"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1969","21.4594"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1970","22.9356"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1971","24.3221"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1972","25.78292"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1973","27.94886"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1974","30.94946"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1975","33.66359"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1976","35.76917"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1977","38.35"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1978","41.45859"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1979","45.90938"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1980","51.47454"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1981","56.59768"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1982","59.90091"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1983","62.06407"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1984","65.12785"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1985","68.12617"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1986","71.1883"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1987","75.32101"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1988","79.58812"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1989","84.24755"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1990","87.60531"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1991","89.47422"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1992","91.51155"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1993","93.31247"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1994","95.14138"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1995","97.32899"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1996","99.35074"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1997","100.9483"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1998","102.678"
"New Jersey","Cost of Living Index","Index, High=High cost of living","1999","104.8835"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2000","108.664"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2001","111.6523"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2002","115.2291"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2003","119.3493"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2016","121"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2017","121.9"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2019","123.7"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2020","116.8"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2021","115.2"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2022","112.4"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2023","113.9"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2017Q1","121.2"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2017Q2","122.5"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2017Q3","120.5"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2018Q1","118.4"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2019Q1","42"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2019Q2","125.4"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2019Q3","124.4"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2020Q1","122.4"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2020Q3","118.2"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2020Q4","117.4"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2021Q1","114.7"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2021Q2","115.5"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2021Q3","118.3"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2022Q1","112.9"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2022Q2","118.6"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2022Q3","114"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2023Q1","114.1"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2023Q2","111.7"
"New Jersey","Cost of Living Index","Index, High=High cost of living","2023Q3","110.3"
"New Mexico","Cost of Living Index","Index, High=High cost of living","2017Q1","96.2"
"New Mexico","Cost of Living Index","Index, High=High cost of living","2017Q2","94.1"
"New Mexico","Cost of Living Index","Index, High=High cost of living","2017Q3","92.5"
"New Mexico","Cost of Living Index","Index, High=High cost of living","2018Q1","92.9"
"New Mexico","Cost of Living Index","Index, High=High cost of living","2019Q1","5"
"New Mexico","Cost of Living Index","Index, High=High cost of living","2019Q2","91.4"
"New Mexico","Cost of Living Index","Index, High=High cost of living","2019Q3","88.7"
"New Mexico","Cost of Living Index","Index, High=High cost of living","2020Q1","87.2"
